,Fzd3
2137,3.0
2138,6.0
2139,11.0
2140,4.0
2141,1.0
2142,14.0
2143,5.0
2144,16.0
2145,3.0
2146,8.0
2147,22.0
2148,2.0
2149,0.0
2150,7.0
2151,3.0
2152,7.0
2153,14.0
2154,4.0
2155,4.0
2156,38.0
2157,2.0
2158,1.0
2159,0.0
2160,1.0
2161,14.0
2162,6.0
2163,20.0
2164,7.0
2165,0.0
2166,4.0
2167,0.0
2168,12.0
2169,3.0
2170,18.0
2171,11.0
2172,14.0
2173,13.0
2174,7.0
2175,13.0
2176,0.0
2177,0.0
2178,24.0
2179,6.0
2180,12.0
2181,28.0
2182,28.0
2183,25.0
2184,4.0
2185,7.0
2186,13.0
2187,5.0
2188,4.0
2189,8.0
2190,3.0
2191,1.0
2192,2.0
2193,15.0
2194,1.0
2195,0.0
2196,3.0
2197,3.0
2198,17.0
2199,18.0
2200,6.0
2201,15.0
2202,7.0
2203,26.0
2204,29.0
2205,12.0
2206,9.0
2207,9.0
2208,4.0
2209,16.0
2210,3.0
2211,2.0
2212,1.0
2213,0.0
2214,26.0
2215,2.0
2216,9.0
2217,3.0
2218,0.0
2219,0.0
2220,23.0
2221,5.0
2222,26.0
2223,2.0
2224,2.0
2225,4.0
2226,5.0
2227,9.0
2228,16.0
2229,0.0
2230,3.0
2231,15.0
2232,14.0
2233,16.0
2234,4.0
2235,13.0
2236,18.0
2237,12.0
2238,8.0
2239,22.0
2240,0.0
2241,0.0
2242,11.0
2243,20.0
2244,6.0
2245,4.0
2246,1.0
2247,2.0
2248,9.0
2249,12.0
2250,9.0
2251,16.0
2252,14.0
2253,18.0
2254,16.0
2255,12.0
2256,15.0
2257,0.0
2258,4.0
2259,12.0
2260,11.0
2261,0.0
2262,6.0
2263,16.0
2264,0.0
2265,0.0
2266,0.0
2267,0.0
2268,0.0
2269,0.0
2270,7.0
2271,1.0
2272,15.0
2273,23.0
2274,2.0
2275,8.0
2276,12.0
2277,6.0
2278,11.0
2279,0.0
2280,0.0
2281,3.0
2282,7.0
2283,7.0
2284,20.0
2285,11.0
2286,0.0
2287,3.0
2288,2.0
2289,0.0
2290,3.0
2291,18.0
2292,0.0
2293,3.0
2294,3.0
2295,5.0
2296,0.0
2297,5.0
2298,12.0
2299,3.0
2300,0.0
2301,3.0
2302,5.0
2303,4.0
2304,15.0
2305,1.0
2306,5.0
2307,0.0
2308,11.0
2309,13.0
2310,0.0
2311,16.0
2312,0.0
2313,0.0
2314,11.0
2315,6.0
2316,7.0
2317,1.0
2318,2.0
2319,0.0
2320,6.0
2321,1.0
2322,14.0
2323,3.0
2324,2.0
2325,1.0
2326,7.0
2327,2.0
2328,5.0
2329,2.0
2330,1.0
2331,0.0
2332,1.0
2333,11.0
2334,5.0
2335,0.0
2336,2.0
2337,0.0
2338,0.0
2339,9.0
2340,1.0
2341,0.0
2342,15.0
2343,4.0
2344,14.0
2345,2.0
2346,0.0
2347,6.0
2348,0.0
2349,16.0
2350,3.0
2351,2.0
2352,0.0
2353,2.0
2354,2.0
2355,0.0
2356,0.0
2357,4.0
2358,0.0
2359,8.0
2360,0.0
2361,1.0
2362,7.0
2363,1.0
2364,1.0
2365,4.0
2366,0.0
2367,1.0
2368,0.0
2369,1.0
2370,9.0
2371,15.0
2372,12.0
2373,1.0
2374,2.0
2375,5.0
2376,0.0
2377,6.0
2378,0.0
2379,0.0
2380,0.0
2381,2.0
2382,0.0
2383,0.0
2384,5.0
2385,0.0
2386,0.0
2387,0.0
2388,0.0
2389,0.0
2390,0.0
2391,0.0
2392,0.0
2393,0.0
2394,0.0
2395,0.0
2396,0.0
2397,0.0
2398,0.0
2399,0.0
2400,1.0
2401,1.0
2402,0.0
2403,0.0
2404,0.0
2405,0.0
2406,0.0
2407,2.0
2408,0.0
2409,0.0
2410,0.0
2411,1.0
2412,0.0
2413,0.0
2414,0.0
2415,0.0
2416,3.0
2417,0.0
2418,0.0
2419,3.0
2420,0.0
2421,0.0
2422,1.0
2423,0.0
2424,2.0
2425,0.0
2426,0.0
2427,0.0
2428,1.0
2429,1.0
2430,0.0
2431,0.0
2432,5.0
2433,1.0
2434,0.0
2435,0.0
2436,7.0
2437,0.0
2438,3.0
2439,0.0
2440,0.0
2441,3.0
2442,1.0
2443,1.0
2444,5.0
2445,0.0
2446,4.0
2447,0.0
2448,0.0
2449,1.0
2450,16.0
2451,2.0
2452,1.0
2453,8.0
2454,1.0
2455,0.0
2456,3.0
2457,9.0
2458,1.0
2459,1.0
2460,1.0
2461,0.0
2462,0.0
2463,2.0
2464,3.0
2465,3.0
2466,6.0
2467,0.0
2468,2.0
2469,0.0
2470,10.0
2471,9.0
2472,2.0
2473,7.0
2474,1.0
2475,0.0
2476,0.0
2477,1.0
2478,4.0
2479,7.0
2480,0.0
2481,0.0
2482,0.0
2483,0.0
2484,1.0
2485,2.0
2486,1.0
2487,1.0
2488,7.0
2489,2.0
2490,3.0
2491,0.0
2492,6.0
2493,4.0
2494,1.0
2495,5.0
2496,6.0
2497,1.0
2498,8.0
2499,0.0
2500,2.0
2501,2.0
2502,13.0
2503,3.0
2504,11.0
2505,2.0
2506,11.0
2507,11.0
2508,9.0
2509,2.0
2510,0.0
2511,8.0
2512,13.0
2513,0.0
2514,0.0
2515,16.0
2516,14.0
2517,0.0
2518,15.0
2519,13.0
2520,0.0
2521,1.0
2522,0.0
2523,4.0
2524,1.0
2525,0.0
2526,2.0
2527,11.0
2528,7.0
2529,2.0
2530,2.0
2531,13.0
2532,3.0
2533,1.0
2534,11.0
2535,1.0
2536,8.0
2537,5.0
2538,0.0
2539,1.0
2540,0.0
2541,2.0
2542,2.0
2543,0.0
2544,5.0
2545,5.0
2546,3.0
2547,4.0
2548,2.0
2549,1.0
2550,10.0
2551,5.0
2552,2.0
2553,1.0
2554,21.0
2555,10.0
2556,13.0
2557,1.0
2558,19.0
2559,2.0
2560,12.0
2561,5.0
2562,3.0
2563,1.0
2564,3.0
2565,0.0
2566,8.0
2567,2.0
2568,0.0
2569,1.0
2570,6.0
2571,0.0
2572,2.0
2573,7.0
2574,2.0
2575,3.0
2576,7.0
2577,1.0
2578,8.0
2579,4.0
2580,10.0
2581,1.0
2582,22.0
2583,6.0
2584,3.0
2585,7.0
2586,8.0
2587,16.0
2588,7.0
2589,14.0
2590,2.0
2591,14.0
2592,4.0
2593,10.0
2594,4.0
2595,20.0
2596,5.0
2597,15.0
2598,8.0
2599,9.0
2600,0.0
2601,7.0
2602,9.0
2603,3.0
2604,9.0
2605,6.0
2606,10.0
2607,14.0
2608,9.0
2609,17.0
2610,1.0
2611,5.0
2612,6.0
2613,14.0
2614,3.0
2615,17.0
2616,15.0
2617,0.0
2618,14.0
2619,13.0
2620,1.0
2621,12.0
2622,4.0
2623,0.0
2624,11.0
2625,15.0
2626,1.0
2627,4.0
2628,4.0
2629,1.0
2630,18.0
2631,8.0
2632,3.0
2633,7.0
2634,3.0
2635,1.0
2636,9.0
2637,8.0
2638,3.0
2639,0.0
2640,25.0
2641,2.0
2642,3.0
2643,16.0
2644,14.0
2645,16.0
2646,7.0
2647,10.0
2648,0.0
2649,2.0
2650,1.0
2651,1.0
2652,7.0
2653,26.0
2654,7.0
2655,1.0
2656,13.0
2657,1.0
2658,1.0
2659,9.0
2660,23.0
2661,6.0
2662,2.0
2663,19.0
2664,5.0
2665,11.0
2666,0.0
2667,4.0
2668,3.0
2669,13.0
2670,1.0
2671,0.0
2672,8.0
2673,21.0
2674,8.0
2675,25.0
2676,5.0
2677,11.0
2678,8.0
2679,0.0
2680,12.0
2681,1.0
2682,20.0
2683,17.0
2684,2.0
2685,6.0
2686,3.0
2687,3.0
2688,4.0
2689,2.0
2690,11.0
2691,1.0
2692,2.0
2693,6.0
2694,1.0
2695,7.0
2696,0.0
2697,1.0
2698,12.0
2699,10.0
2700,6.0
2701,4.0
2702,2.0
2703,2.0
2704,15.0
2705,0.0
2706,0.0
2707,14.0
2708,13.0
2709,14.0
2710,3.0
2711,4.0
2712,2.0
2713,9.0
2714,11.0
2715,22.0
2716,1.0
2717,21.0
2718,14.0
2719,3.0
2720,2.0
2721,1.0
2722,5.0
2723,14.0
2724,1.0
2725,14.0
2726,6.0
2727,1.0
2728,11.0
2729,3.0
2730,16.0
2731,5.0
2732,3.0
2733,11.0
2734,4.0
2735,3.0
2736,1.0
2737,11.0
2738,11.0
2739,0.0
2740,6.0
2741,2.0
2742,8.0
2743,10.0
2744,1.0
2745,13.0
2746,4.0
2747,1.0
2748,0.0
2749,0.0
2750,1.0
2751,8.0
2752,3.0
2753,16.0
2754,0.0
2755,10.0
2756,5.0
2757,0.0
2758,5.0
2759,4.0
2760,12.0
2761,4.0
2762,14.0
2763,0.0
2764,0.0
2765,18.0
2766,8.0
2767,7.0
2768,1.0
2769,0.0
2770,0.0
2771,10.0
2772,22.0
2773,35.0
2774,2.0
2775,20.0
2776,6.0
2777,6.0
2778,13.0
2779,2.0
2780,0.0
2781,1.0
2782,0.0
2783,11.0
2784,13.0
2785,10.0
2786,5.0
2787,2.0
2788,3.0
2789,4.0
2790,11.0
2791,0.0
2792,5.0
2793,0.0
2794,7.0
2795,22.0
2796,10.0
2797,0.0
2798,1.0
2799,6.0
2800,5.0
2801,1.0
2802,13.0
2803,1.0
2804,12.0
2805,0.0
2806,0.0
2807,1.0
2808,0.0
2809,0.0
2810,12.0
2811,6.0
2812,2.0
2813,22.0
2814,5.0
2815,18.0
2816,3.0
2817,10.0
2818,25.0
2819,2.0
2820,32.0
2821,1.0
2822,11.0
2823,0.0
2824,17.0
2825,3.0
2826,2.0
2827,2.0
2828,0.0
2829,8.0
2830,4.0
2831,9.0
2832,6.0
2833,10.0
2834,0.0
2835,11.0
2836,26.0
2837,10.0
2838,13.0
2839,2.0
2840,11.0
2841,3.0
2842,11.0
2843,16.0
2844,1.0
2845,0.0
2846,4.0
2847,6.0
2848,21.0
2849,7.0
2850,2.0
2851,39.0
2852,9.0
2853,9.0
2854,4.0
2855,11.0
2856,13.0
2857,10.0
2858,1.0
2859,7.0
2860,11.0
2861,0.0
2862,0.0
2863,0.0
2864,1.0
2865,4.0
2866,2.0
2867,7.0
2868,16.0
2869,0.0
2870,8.0
2871,12.0
2872,0.0
2873,1.0
2874,15.0
2875,0.0
2876,3.0
2877,2.0
2878,0.0
2879,3.0
2880,15.0
2881,1.0
2882,2.0
2883,7.0
2884,8.0
2885,18.0
2886,16.0
2887,1.0
2888,12.0
2889,18.0
2890,9.0
2891,19.0
2892,6.0
2893,1.0
2894,1.0
2895,0.0
2896,12.0
2897,13.0
2898,13.0
2899,5.0
2900,13.0
2901,0.0
2902,2.0
2903,5.0
2904,2.0
2905,0.0
2906,43.0
2907,5.0
2908,12.0
2909,1.0
2910,1.0
2911,0.0
2912,7.0
2913,11.0
2914,6.0
2915,0.0
2916,0.0
2917,2.0
2918,4.0
2919,4.0
2920,3.0
2921,0.0
2922,26.0
2923,0.0
2924,1.0
2925,0.0
2926,11.0
2927,4.0
2928,2.0
2929,3.0
2930,12.0
2931,3.0
2932,22.0
2933,12.0
2934,4.0
2935,2.0
2936,28.0
2937,8.0
2938,3.0
2939,5.0
2940,19.0
2941,3.0
2942,8.0
2943,1.0
2944,6.0
2945,2.0
2946,6.0
2947,0.0
2948,3.0
2949,10.0
2950,3.0
2951,2.0
2952,15.0
2953,7.0
2954,11.0
2955,0.0
2956,15.0
2957,0.0
2958,0.0
2959,1.0
2960,18.0
2961,19.0
2962,2.0
2963,1.0
2964,8.0
2965,1.0
2966,4.0
2967,11.0
2968,7.0
2969,5.0
2970,2.0
2971,12.0
2972,1.0
2973,2.0
2974,6.0
2975,2.0
2976,11.0
2977,0.0
2978,0.0
2979,3.0
2980,0.0
2981,25.0
2982,1.0
2983,1.0
2984,1.0
2985,9.0
2986,1.0
2987,4.0
2988,18.0
2989,10.0
2990,0.0
2991,5.0
2992,2.0
2993,2.0
2994,3.0
2995,15.0
2996,12.0
2997,8.0
2998,2.0
2999,12.0
3000,1.0
3001,7.0
3002,8.0
3003,10.0
3004,6.0
3005,0.0
3006,8.0
3007,13.0
3008,8.0
3009,4.0
3010,0.0
3011,10.0
3012,11.0
3013,12.0
3014,11.0
3015,8.0
3016,3.0
3017,0.0
3018,0.0
3019,14.0
3020,0.0
3021,4.0
3022,0.0
3023,2.0
3024,1.0
3025,6.0
3026,9.0
3027,6.0
3028,7.0
3029,0.0
3030,11.0
3031,2.0
3032,13.0
3033,6.0
3034,2.0
3035,7.0
3036,1.0
3037,0.0
3038,0.0
3039,13.0
3040,1.0
3041,1.0
3042,1.0
3043,1.0
3044,5.0
3045,12.0
3046,0.0
3047,10.0
3048,0.0
3049,0.0
3050,0.0
3051,0.0
3052,4.0
3053,0.0
3054,1.0
3055,7.0
3056,12.0
3057,6.0
3058,7.0
3059,0.0
3060,0.0
3061,4.0
3062,5.0
3063,0.0
3064,15.0
3065,7.0
3066,2.0
3067,0.0
3068,0.0
3069,2.0
3070,11.0
3071,1.0
3072,17.0
3073,1.0
3074,2.0
3075,13.0
3076,0.0
3077,1.0
3078,15.0
3079,1.0
3080,10.0
3081,4.0
3082,9.0
3083,2.0
3084,2.0
3085,12.0
3086,4.0
3087,2.0
3088,6.0
3089,7.0
3090,10.0
3091,0.0
3092,0.0
3093,1.0
3094,14.0
3095,2.0
3096,14.0
3097,4.0
3098,9.0
3099,8.0
3100,0.0
3101,2.0
3102,7.0
3103,2.0
3104,12.0
3105,1.0
3106,2.0
3107,6.0
3108,1.0
3109,2.0
3110,2.0
3111,5.0
3112,1.0
3113,6.0
3114,4.0
3115,6.0
3116,2.0
3117,3.0
3118,1.0
3119,1.0
3120,4.0
3121,4.0
3122,4.0
3123,2.0
3124,6.0
3125,4.0
3126,7.0
3127,2.0
3128,10.0
3129,6.0
3130,1.0
3131,8.0
3132,3.0
3133,0.0
3134,0.0
3135,0.0
3136,2.0
3137,9.0
3138,17.0
3139,1.0
3140,4.0
3141,2.0
3142,2.0
3143,11.0
3144,12.0
3145,1.0
3146,5.0
3147,4.0
3148,7.0
3149,1.0
3150,2.0
3151,8.0
3152,3.0
3153,6.0
3154,0.0
3155,1.0
3156,2.0
3157,7.0
3158,3.0
3159,0.0
3160,10.0
3161,2.0
3162,3.0
3163,1.0
3164,0.0
3165,2.0
3166,0.0
3167,5.0
3168,3.0
3169,6.0
3170,7.0
3171,0.0
3172,0.0
3173,4.0
3174,4.0
3175,5.0
3176,4.0
3177,16.0
3178,4.0
3179,1.0
3180,0.0
3181,0.0
3182,0.0
3183,0.0
3184,0.0
3185,0.0
3186,0.0
3187,1.0
3188,3.0
3189,4.0
3190,1.0
3191,0.0
3192,5.0
3193,3.0
3194,0.0
3195,3.0
3196,5.0
3197,0.0
3198,0.0
3199,9.0
3200,1.0
3201,0.0
3202,2.0
3203,9.0
3204,2.0
3205,10.0
3206,7.0
3207,13.0
3208,1.0
3209,0.0
3210,3.0
3211,6.0
3212,3.0
3213,6.0
3214,3.0
3215,1.0
3216,5.0
3217,0.0
3218,0.0
3219,0.0
3220,0.0
3221,0.0
3222,2.0
3223,3.0
3224,3.0
3225,3.0
3226,3.0
3227,8.0
3228,3.0
3229,0.0
3230,3.0
3231,2.0
3232,0.0
3233,4.0
3234,3.0
3235,1.0
3236,12.0
3237,1.0
3238,6.0
3239,2.0
3240,1.0
3241,6.0
3242,0.0
3243,7.0
3244,6.0
3245,1.0
3246,2.0
3247,11.0
3248,1.0
3249,6.0
3250,6.0
3251,3.0
3252,2.0
3253,7.0
3254,11.0
3255,0.0
3256,1.0
3257,2.0
3258,0.0
3259,9.0
3260,2.0
3261,6.0
3262,0.0
3263,4.0
3264,3.0
3265,5.0
3266,1.0
3267,3.0
3268,5.0
3269,11.0
3270,2.0
3271,7.0
3272,6.0
3273,3.0
3274,2.0
3275,0.0
3276,5.0
3277,3.0
3278,11.0
3279,7.0
3280,1.0
3281,3.0
3282,8.0
3283,1.0
3284,9.0
3285,6.0
3286,1.0
3287,1.0
3288,4.0
3289,10.0
3290,8.0
3291,5.0
3292,7.0
3293,10.0
3294,14.0
3295,1.0
3296,0.0
3297,5.0
3298,0.0
3299,8.0
3300,0.0
3301,0.0
3302,4.0
3303,2.0
3304,6.0
3305,1.0
3306,3.0
3307,6.0
3308,16.0
3309,9.0
3310,10.0
3311,2.0
3312,6.0
3313,0.0
3314,4.0
3315,3.0
3316,3.0
3317,2.0
3318,3.0
3319,9.0
3320,6.0
3321,5.0
3322,3.0
3323,1.0
3324,2.0
3325,6.0
3326,0.0
3327,0.0
3328,16.0
3329,8.0
3330,1.0
3331,7.0
3332,1.0
3333,13.0
3334,0.0
3335,6.0
3336,3.0
3337,3.0
3338,3.0
3339,1.0
3340,0.0
3341,0.0
3342,0.0
3343,18.0
3344,2.0
3345,2.0
3346,8.0
3347,7.0
3348,3.0
3349,4.0
3350,7.0
3351,10.0
3352,2.0
3353,4.0
3354,0.0
3355,12.0
3356,1.0
3357,2.0
3358,1.0
3359,1.0
3360,7.0
3361,0.0
3362,0.0
3363,0.0
3364,6.0
3365,0.0
3366,0.0
3367,3.0
3368,5.0
3369,2.0
3370,7.0
3371,4.0
3372,6.0
3373,1.0
3374,4.0
3375,7.0
3376,6.0
3377,9.0
3378,7.0
3379,8.0
3380,5.0
3381,0.0
3382,0.0
3383,0.0
3384,15.0
3385,6.0
3386,2.0
3387,0.0
3388,6.0
3389,2.0
3390,4.0
3391,7.0
3392,1.0
3393,6.0
3394,6.0
3395,1.0
3396,0.0
3397,1.0
3398,2.0
3399,14.0
3400,2.0
3401,2.0
3402,1.0
3403,12.0
3404,18.0
3405,1.0
3406,2.0
3407,5.0
3408,14.0
3409,0.0
3410,18.0
3411,5.0
3412,0.0
3413,8.0
3414,1.0
3415,0.0
3416,4.0
3417,0.0
3418,3.0
3419,5.0
3420,2.0
3421,0.0
3422,8.0
3423,1.0
3424,5.0
3425,1.0
3426,11.0
3427,7.0
3428,7.0
3429,1.0
3430,6.0
3431,10.0
3432,3.0
3433,10.0
3434,0.0
3435,4.0
3436,14.0
3437,7.0
3438,0.0
3439,6.0
3440,3.0
3441,15.0
3442,4.0
3443,8.0
3444,0.0
3445,0.0
3446,0.0
3447,4.0
3448,3.0
3449,6.0
3450,15.0
3451,0.0
3452,1.0
3453,3.0
3454,2.0
3455,4.0
3456,8.0
3457,1.0
3458,13.0
3459,8.0
3460,5.0
3461,0.0
3462,9.0
3463,8.0
3464,0.0
3465,7.0
3466,4.0
3467,10.0
3468,2.0
3469,1.0
3470,2.0
3471,0.0
3472,6.0
3473,8.0
3474,0.0
3475,4.0
3476,9.0
3477,1.0
3478,4.0
3479,5.0
3480,2.0
3481,0.0
3482,4.0
3483,10.0
3484,0.0
3485,1.0
3486,4.0
3487,4.0
3488,0.0
3489,3.0
3490,5.0
3491,0.0
3492,2.0
3493,7.0
3494,0.0
3495,6.0
3496,2.0
3497,8.0
3498,6.0
3499,3.0
3500,6.0
3501,1.0
3502,3.0
3503,0.0
3504,1.0
3505,3.0
3506,0.0
3507,1.0
3508,12.0
3509,6.0
3510,0.0
3511,1.0
3512,1.0
3513,7.0
3514,8.0
3515,0.0
3516,1.0
3517,0.0
3518,7.0
3519,2.0
3520,5.0
3521,1.0
3522,6.0
3523,9.0
3524,2.0
3525,0.0
3526,12.0
3527,3.0
3528,15.0
3529,0.0
3530,0.0
3531,10.0
3532,7.0
3533,0.0
3534,6.0
3535,7.0
3536,5.0
3537,2.0
3538,2.0
3539,7.0
3540,7.0
3541,1.0
3542,10.0
3543,5.0
3544,2.0
3545,7.0
3546,4.0
3547,9.0
3548,3.0
3549,3.0
3550,2.0
3551,5.0
3552,6.0
3553,6.0
3554,0.0
3555,5.0
3556,4.0
3557,16.0
3558,2.0
3559,0.0
3560,3.0
3561,7.0
3562,2.0
3563,0.0
3564,6.0
3565,13.0
3566,1.0
3567,1.0
3568,1.0
3569,1.0
3570,11.0
3571,4.0
3572,7.0
3573,3.0
3574,10.0
3575,0.0
3576,0.0
3577,0.0
3578,9.0
3579,6.0
3580,3.0
3581,1.0
3582,12.0
3583,2.0
3584,3.0
3585,6.0
3586,0.0
3587,13.0
3588,0.0
3589,3.0
3590,10.0
3591,5.0
3592,1.0
3593,1.0
3594,6.0
3595,27.0
3596,0.0
3597,11.0
3598,12.0
3599,1.0
3600,6.0
3601,6.0
3602,2.0
3603,0.0
3604,11.0
3605,2.0
3606,10.0
3607,1.0
3608,11.0
3609,7.0
3610,3.0
3611,4.0
3612,12.0
3613,7.0
3614,2.0
3615,0.0
3616,2.0
3617,5.0
3618,1.0
3619,1.0
3620,12.0
3621,0.0
3622,4.0
3623,0.0
3624,1.0
3625,0.0
3626,10.0
3627,0.0
3628,8.0
3629,1.0
3630,4.0
3631,1.0
3632,4.0
3633,9.0
3634,1.0
3635,3.0
3636,5.0
3637,3.0
3638,2.0
3639,3.0
3640,5.0
3641,8.0
3642,1.0
3643,2.0
3644,9.0
3645,4.0
3646,3.0
3647,10.0
3648,0.0
3649,10.0
3650,4.0
3651,1.0
3652,9.0
3653,6.0
3654,0.0
3655,1.0
3656,6.0
3657,4.0
3658,8.0
3659,8.0
3660,0.0
3661,1.0
3662,14.0
3663,12.0
3664,1.0
3665,0.0
3666,15.0
3667,9.0
3668,1.0
3669,0.0
3670,6.0
3671,2.0
3672,3.0
3673,0.0
3674,4.0
3675,4.0
3676,0.0
3677,0.0
3678,2.0
3679,9.0
3680,9.0
3681,0.0
3682,1.0
3683,4.0
3684,4.0
3685,6.0
3686,6.0
3687,8.0
3688,3.0
3689,17.0
3690,3.0
3691,1.0
3692,4.0
3693,0.0
3694,3.0
3695,5.0
3696,11.0
3697,6.0
3698,8.0
3699,0.0
3700,9.0
3701,0.0
3702,9.0
3703,8.0
3704,2.0
3705,2.0
3706,2.0
3707,1.0
3708,4.0
3709,0.0
3710,3.0
3711,7.0
3712,4.0
3713,11.0
3714,2.0
3715,2.0
3716,7.0
3717,4.0
3718,8.0
3719,1.0
3720,14.0
3721,5.0
3722,4.0
3723,3.0
3724,1.0
3725,2.0
3726,2.0
3727,7.0
3728,5.0
3729,2.0
3730,1.0
3731,0.0
3732,6.0
3733,1.0
3734,9.0
3735,0.0
3736,0.0
3737,4.0
3738,0.0
3739,1.0
3740,0.0
3741,1.0
3742,7.0
3743,1.0
3744,11.0
3745,0.0
3746,0.0
3747,3.0
3748,0.0
3749,0.0
3750,7.0
3751,11.0
3752,0.0
3753,8.0
3754,10.0
3755,5.0
3756,4.0
3757,0.0
3758,3.0
3759,0.0
3760,3.0
3761,1.0
3762,13.0
3763,0.0
3764,0.0
3765,5.0
3766,0.0
3767,0.0
3768,2.0
3769,5.0
3770,1.0
3771,9.0
3772,2.0
3773,1.0
3774,13.0
3775,1.0
3776,2.0
3777,0.0
3778,0.0
3779,2.0
3780,5.0
3781,2.0
3782,8.0
3783,7.0
3784,0.0
3785,4.0
3786,0.0
3787,4.0
3788,0.0
3789,4.0
3790,8.0
3791,3.0
3792,1.0
3793,3.0
3794,1.0
3795,5.0
3796,1.0
3797,6.0
3798,0.0
3799,5.0
3800,1.0
3801,5.0
3802,1.0
3803,0.0
3804,2.0
3805,0.0
3806,0.0
3807,1.0
3808,2.0
3809,5.0
3810,0.0
3811,1.0
3812,5.0
3813,9.0
3814,1.0
3815,4.0
3816,4.0
3817,1.0
3818,4.0
3819,1.0
3820,1.0
3821,9.0
3822,3.0
3823,1.0
3824,0.0
3825,0.0
3826,3.0
3827,2.0
3828,0.0
3829,5.0
3830,8.0
3831,0.0
3832,12.0
3833,4.0
3834,0.0
3835,5.0
3836,4.0
3837,4.0
3838,7.0
3839,3.0
3840,4.0
3841,3.0
3842,4.0
3843,0.0
3844,4.0
3845,0.0
3846,9.0
3847,2.0
3848,2.0
3849,6.0
3850,1.0
3851,0.0
3852,0.0
3853,3.0
3854,4.0
3855,6.0
3856,0.0
3857,10.0
3858,0.0
3859,2.0
3860,6.0
3861,0.0
3862,11.0
3863,6.0
3864,13.0
3865,0.0
3866,12.0
3867,1.0
3868,6.0
3869,1.0
3870,1.0
3871,0.0
3872,4.0
3873,6.0
3874,7.0
3875,0.0
3876,10.0
3877,1.0
3878,9.0
3879,2.0
3880,4.0
3881,8.0
3882,5.0
3883,3.0
3884,7.0
3885,2.0
3886,3.0
3887,0.0
3888,3.0
3889,5.0
3890,3.0
3891,1.0
3892,4.0
3893,0.0
3894,9.0
3895,6.0
3896,9.0
3897,8.0
3898,8.0
3899,0.0
3900,7.0
3901,0.0
3902,0.0
3903,1.0
3904,6.0
3905,8.0
3906,0.0
3907,5.0
3908,2.0
3909,7.0
3910,5.0
3911,0.0
3912,4.0
3913,10.0
3914,0.0
3915,1.0
3916,0.0
3917,2.0
3918,0.0
3919,8.0
3920,0.0
3921,0.0
3922,0.0
3923,4.0
3924,8.0
3925,12.0
3926,5.0
3927,0.0
3928,15.0
3929,2.0
3930,1.0
3931,23.0
3932,3.0
3933,5.0
3934,8.0
3935,1.0
3936,0.0
3937,11.0
3938,3.0
3939,1.0
3940,0.0
3941,3.0
3942,5.0
3943,0.0
3944,0.0
3945,2.0
3946,5.0
3947,2.0
3948,1.0
3949,0.0
3950,7.0
3951,0.0
3952,11.0
3953,2.0
3954,8.0
3955,4.0
3956,16.0
3957,0.0
3958,0.0
3959,1.0
3960,2.0
3961,1.0
3962,1.0
3963,0.0
3964,1.0
3965,0.0
3966,6.0
3967,4.0
3968,12.0
3969,0.0
3970,8.0
3971,1.0
3972,7.0
3973,0.0
3974,9.0
3975,2.0
3976,5.0
3977,3.0
3978,8.0
3979,9.0
3980,8.0
3981,0.0
3982,2.0
3983,5.0
3984,8.0
3985,7.0
3986,9.0
3987,9.0
3988,3.0
3989,9.0
3990,9.0
3991,2.0
3992,11.0
3993,16.0
3994,5.0
3995,2.0
3996,5.0
3997,2.0
3998,8.0
3999,7.0
4000,0.0
4001,2.0
4002,7.0
4003,0.0
4004,10.0
4005,4.0
4006,4.0
4007,0.0
4008,4.0
4009,1.0
4010,7.0
4011,2.0
4012,2.0
4013,7.0
4014,5.0
4015,10.0
4016,8.0
4017,3.0
4018,1.0
4019,2.0
4020,11.0
4021,8.0
4022,6.0
4023,0.0
4024,5.0
4025,3.0
4026,1.0
4027,1.0
4028,2.0
4029,0.0
4030,6.0
4031,5.0
4032,10.0
4033,0.0
4034,0.0
4035,0.0
4036,8.0
4037,7.0
4038,3.0
4039,0.0
4040,7.0
4041,7.0
4042,4.0
4043,2.0
4044,2.0
4045,6.0
4046,1.0
4047,28.0
4048,6.0
4049,4.0
4050,3.0
4051,8.0
4052,10.0
4053,9.0
4054,3.0
4055,7.0
4056,6.0
4057,3.0
4058,0.0
4059,13.0
4060,6.0
4061,1.0
4062,3.0
4063,5.0
4064,4.0
4065,6.0
4066,0.0
4067,16.0
4068,1.0
4069,3.0
4070,4.0
4071,1.0
4072,6.0
4073,10.0
4074,3.0
4075,14.0
4076,2.0
4077,10.0
4078,1.0
4079,12.0
4080,1.0
4081,16.0
4082,11.0
4083,6.0
4084,2.0
4085,0.0
4086,7.0
4087,6.0
4088,9.0
4089,10.0
4090,1.0
4091,1.0
4092,1.0
4093,14.0
4094,9.0
4095,1.0
4096,3.0
4097,16.0
4098,11.0
4099,1.0
4100,2.0
4101,4.0
4102,15.0
4103,1.0
4104,10.0
4105,1.0
4106,3.0
4107,10.0
4108,1.0
4109,11.0
4110,4.0
4111,9.0
4112,0.0
4113,10.0
4114,0.0
4115,8.0
4116,2.0
4117,2.0
4118,0.0
4119,0.0
4120,9.0
4121,2.0
4122,16.0
4123,5.0
4124,13.0
4125,2.0
4126,12.0
4127,8.0
4128,10.0
4129,0.0
4130,1.0
4131,1.0
4132,6.0
4133,2.0
4134,0.0
4135,5.0
